stmtid,accountno,branch,custid,txncode,txnrefno,narration,txndate,valuedate,ccy,amount,lcyamount,excrate,ourref,systemid,override,inuser,indatetime,authuser,audatetime,userbranch
99085133.002,910001000001,01,990099,60,CD0102000023,Cash Deposit,02-Jan-25,02-Jan-25,NPR,16500,16500,0,012104442854,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99114200.001,012104442854,01,444285,60,CD0102000024,Cash Deposit,02-Jan-25,02-Jan-25,NPR,17000,17000,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99114200.002,910001000001,01,990099,60,CD0102000024,Cash Deposit,02-Jan-25,02-Jan-25,NPR,17000,17000,0,012104442854,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99173893.001,011800674443,01,67444,60,CD0102000025,Cash Deposit,02-Jan-25,02-Jan-25,NPR,17500,17500,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99173893.002,910001000001,01,990099,60,CD0102000025,Cash Deposit,02-Jan-25,02-Jan-25,NPR,17500,17500,0,011800674443,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99002474.001,014500011412,01,1141,60,CD0102000026,Cash Deposit,02-Jan-25,02-Jan-25,JPY,18000,0,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99002474.002,910001000001,01,990099,60,CD0102000026,Cash Deposit,02-Jan-25,02-Jan-25,JPY,18000,0,0,014500011412,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99118730.001,012104444991,01,444499,60,CD0102000027,Cash Deposit,02-Jan-25,02-Jan-25,NPR,18500,18500,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99118730.002,910001000001,01,990099,60,CD0102000027,Cash Deposit,02-Jan-25,02-Jan-25,NPR,18500,18500,0,012104444991,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99031185.001,122200355450,12,35545,60,CD0102000028,Cash Deposit,02-Jan-25,02-Jan-25,NPR,19000,19000,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99031185.002,910001000001,12,990099,60,CD0102000028,Cash Deposit,02-Jan-25,02-Jan-25,NPR,19000,19000,0,122200355450,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99087752.001,124001539290,12,153929,60,CD0102000029,Cash Deposit,02-Jan-25,02-Jan-25,NPR,19500,19500,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99087752.002,910001000001,12,990099,60,CD0102000029,Cash Deposit,02-Jan-25,02-Jan-25,NPR,19500,19500,0,124001539290,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99091388.001,122300487991,12,48799,60,CD0102000030,Cash Deposit,02-Jan-25,02-Jan-25,NPR,20000,20000,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99091388.002,910001000001,12,990099,60,CD0102000030,Cash Deposit,02-Jan-25,02-Jan-25,NPR,20000,20000,0,122300487991,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99031211.001,901200498981,90,49898,60,CD0102000031,Cash Deposit,02-Jan-25,02-Jan-25,1.2,20500,0,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99031211.002,910001000001,90,990099,60,CD0102000031,Cash Deposit,02-Jan-25,02-Jan-25,1.2,20500,0,0,901200498981,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99144267.001,122200105425,12,10542,60,CD0102000032,Cash Deposit,02-Jan-25,02-Jan-25,NPR,21000,21000,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99144267.002,910001000001,12,990099,60,CD0102000032,Cash Deposit,02-Jan-25,02-Jan-25,NPR,21000,21000,0,122200105425,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99129639.001,125907464083,12,746408,60,CD0102000033,Cash Deposit,02-Jan-25,02-Jan-25,NPR,21500,21500,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99129639.002,910001000001,12,990099,60,CD0102000033,Cash Deposit,02-Jan-25,02-Jan-25,NPR,21500,21500,0,125907464083,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99151760.001,122203021995,12,302199,60,CD0102000034,Cash Deposit,02-Jan-25,02-Jan-25,NPR,22000,22000,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99151760.002,910001000001,12,990099,60,CD0102000034,Cash Deposit,02-Jan-25,02-Jan-25,NPR,22000,22000,0,122203021995,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99197463.001,124000624067,12,62406,60,CD0102000035,Cash Deposit,02-Jan-25,02-Jan-25,NPR,22500,22500,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99197463.002,910001000001,12,990099,60,CD0102000035,Cash Deposit,02-Jan-25,02-Jan-25,NPR,22500,22500,0,124000624067,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99220481.001,122200030808,12,3080,60,CD0102000036,Cash Deposit,02-Jan-25,02-Jan-25,NPR,23000,23000,0,910001000001,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99220481.002,910001000001,12,990099,60,CD0102000036,Cash Deposit,02-Jan-25,02-Jan-25,NPR,23000,23000,0,122200030808,CD,,Ram,02-Jan-25 22:08:52,Narayan,02-Jan-25 22:08:52,BNK
99074629.001,121 06838217,12,683821,60,CD0102000037,Cash Deposit,02-Jan-25,02-Jan-25,NPR,23500,23500,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99074629.002,910001000001,12,990099,60,CD0102000037,Cash Deposit,02-Jan-25,02-Jan-25,NPR,23500,23500,0,121 06838217,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99148003.001,122201520878,12,152087,60,CD0102000038,Cash Deposit,02-Jan-25,02-Jan-25,NPR,24000,24000,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99148003.002,910001000001,12,990099,60,CD0102000038,Cash Deposit,02-Jan-25,02-Jan-25,NPR,24000,24000,0,122201520878,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99002057.001,125907463711,12,746371,60,CD0102000039,Cash Deposit,02-Jan-25,02-Jan-25,NPR,24500,24500,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99002057.002,910001000001,12,990099,60,CD0102000039,Cash Deposit,02-Jan-25,02-Jan-25,NPR,24500,24500,0,125907463711,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99045153.001,124000906616,12,90661,60,CD0102000040,Cash Deposit,02-Jan-25,02-Jan-25,NPR,25000,25000,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99045153.002,910001000001,12,990099,60,CD0102000040,Cash Deposit,02-Jan-25,02-Jan-25,NPR,25000,25000,0,124000906616,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99031942.001,121 02423647,12,242364,60,CD0102000041,Cash Deposit,02-Jan-25,02-Jan-25,NPR,25500,25500,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99031942.002,910001000001,12,990099,60,CD0102000041,Cash Deposit,02-Jan-25,02-Jan-25,NPR,25500,25500,0,121 02423647,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99008685.001,122303580475,12,358047,60,CD0102000042,Cash Deposit,02-Jan-25,02-Jan-25,NPR,26000,26000,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99008685.002,910001000001,12,990099,60,CD0102000042,Cash Deposit,02-Jan-25,02-Jan-25,NPR,26000,26000,0,122303580475,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99008516.001,123606838054,12,683805,60,CD0102000043,Cash Deposit,02-Jan-25,02-Jan-25,NPR,26500,26500,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99008516.002,910001000001,12,990099,60,CD0102000043,Cash Deposit,02-Jan-25,02-Jan-25,NPR,26500,26500,0,123606838054,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99186691.001,122302058560,12,205856,60,CD0102000044,Cash Deposit,02-Jan-25,02-Jan-25,NPR,27000,27000,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99186691.002,910001000001,12,990099,60,CD0102000044,Cash Deposit,02-Jan-25,02-Jan-25,NPR,27000,27000,0,122302058560,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99164139.001,122204664043,12,466404,60,CD0102000045,Cash Deposit,02-Jan-25,02-Jan-25,NPR,27500,27500,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99164139.002,910001000001,12,990099,60,CD0102000045,Cash Deposit,02-Jan-25,02-Jan-25,NPR,27500,27500,0,122204664043,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99204977.001,124602068393,12,206839,60,CD0102000046,Cash Deposit,02-Jan-25,02-Jan-25,NPR,28000,28000,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99204977.002,910001000001,12,990099,60,CD0102000046,Cash Deposit,02-Jan-25,02-Jan-25,NPR,28000,28000,0,124602068393,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99001408.001,123601101731,12,110173,60,CD0102000047,Cash Deposit,02-Jan-25,02-Jan-25,NPR,28500,28500,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99001408.002,910001000001,12,990099,60,CD0102000047,Cash Deposit,02-Jan-25,02-Jan-25,NPR,28500,28500,0,123601101731,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99069729.001,124601119948,12,111994,60,CD0102000048,Cash Deposit,02-Jan-25,02-Jan-25,NPR,29000,29000,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99069729.002,910001000001,12,990099,60,CD0102000048,Cash Deposit,02-Jan-25,02-Jan-25,NPR,29000,29000,0,124601119948,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99033623.001,124601826583,12,182658,60,CD0102000049,Cash Deposit,02-Jan-25,02-Jan-25,NPR,29500,29500,0,910001000001,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99033623.002,910001000001,12,990099,60,CD0102000049,Cash Deposit,02-Jan-25,02-Jan-25,NPR,29500,29500,0,124601826583,CD,,Ram,02-Jan-25 22:08:53,Narayan,02-Jan-25 22:08:53,BNK
99124062.001,012106832057,01,683205,61,CQ0102000001,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,25500,25500,0,910002000001,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99124062.002,910002000001,01,990099,61,CQ0102000001,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,25500,25500,0,012106832057,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99028701.001,012101013250,01,101325,61,CQ0102000002,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,26000,26000,0,910002000001,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99028701.002,910002000001,01,990099,61,CQ0102000002,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,26000,26000,0,012101013250,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99149667.001,012100231110,01,23111,61,CQ0102000003,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,26500,26500,0,910002000001,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99149667.002,910002000001,01,990099,61,CQ0102000003,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,26500,26500,0,012100231110,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99188517.001,012103069609,01,306960,61,CQ0102000004,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,27000,27000,0,910002000001,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99188517.002,910002000001,01,990099,61,CQ0102000004,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,27000,27000,0,012103069609,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99022593.001,012101289002,01,128900,61,CQ0102000005,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,27500,27500,0,910002000001,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99022593.002,910002000001,01,990099,61,CQ0102000005,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,27500,27500,0,012101289002,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99212103.001,012106831083,01,683108,61,CQ0102000006,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,28000,28000,0,910002000001,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99212103.002,910002000001,01,990099,61,CQ0102000006,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,28000,28000,0,012106831083,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99151254.001,012102656901,01,265690,61,CQ0102000007,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,28500,28500,0,910002000001,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99151254.002,910002000001,01,990099,61,CQ0102000007,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,28500,28500,0,012102656901,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99187668.001,014500002842,01,284,61,CQ0102000008,Clearing Cheque Depo,02-Jan-25,02-Jan-25,USD,29000,3929500,135.5,910002000001,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99187668.002,910002000001,01,990099,61,CQ0102000008,Clearing Cheque Depo,02-Jan-25,02-Jan-25,USD,29000,3929500,135.5,014500002842,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99125910.001,011800913410,01,91341,61,CQ0102000009,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,29500,29500,0,910002000001,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99125910.002,910002000001,01,990099,61,CQ0102000009,Clearing Cheque Depo,02-Jan-25,02-Jan-25,NPR,29500,29500,0,011800913410,CQ,,Hari,02-Jan-25 22:08:54,Shyam,02-Jan-25 22:08:54,BNK
99110860.001,011800548383,01,54838,62,FT0102000001,A/c Transfer,02-Jan-25,02-Jan-25,NPR,5500,5500,0,910003000001,FT,,Arjun,02-Jan-25 22:08:54,Krishna,02-Jan-25 22:08:54,BNK
99110860.002,910003000001,01,990099,62,FT0102000001,A/c Transfer,02-Jan-25,02-Jan-25,NPR,5500,5500,0,011800548383,FT,,Arjun,02-Jan-25 22:08:54,Krishna,02-Jan-25 22:08:54,BNK
99061250.001,012104444127,01,444412,62,FT0102000002,A/c Transfer,02-Jan-25,02-Jan-25,NPR,6000,6000,0,910003000001,FT,,Arjun,02-Jan-25 22:08:54,Krishna,02-Jan-25 22:08:54,BNK
99061250.002,910003000001,01,990099,62,FT0102000002,A/c Transfer,02-Jan-25,02-Jan-25,NPR,6000,6000,0,012104444127,FT,,Arjun,02-Jan-25 22:08:54,Krishna,02-Jan-25 22:08:54,BNK
99057266.001,012106831639,01,683163,62,FT0102000003,A/c Transfer,02-Jan-25,02-Jan-25,NPR,6500,6500,0,910003000001,FT,,Arjun,02-Jan-25 22:08:54,Krishna,02-Jan-25 22:08:54,BNK
99057266.002,910003000001,01,990099,62,FT0102000003,A/c Transfer,02-Jan-25,02-Jan-25,NPR,6500,6500,0,012106831639,FT,,Arjun,02-Jan-25 22:08:54,Krishna,02-Jan-25 22:08:54,BNK
99023146.001,012104441476,01,444147,62,FT0102000004,A/c Transfer,02-Jan-25,02-Jan-25,NPR,7000,7000,0,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99023146.002,910003000001,01,990099,62,FT0102000004,A/c Transfer,02-Jan-25,02-Jan-25,NPR,7000,7000,0,012104441476,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99176531.001,012106831428,01,683142,62,FT0102000005,A/c Transfer,02-Jan-25,02-Jan-25,NPR,7500,7500,0,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99176531.002,910003000001,01,990099,62,FT0102000005,A/c Transfer,02-Jan-25,02-Jan-25,NPR,7500,7500,0,012106831428,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99154669.001,014500002863,01,286,62,FT0102000006,A/c Transfer,02-Jan-25,02-Jan-25,NPR,8000,8000,0,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99154669.002,910003000001,01,990099,62,FT0102000006,A/c Transfer,02-Jan-25,02-Jan-25,NPR,8000,8000,0,014500002863,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99099810.001,011 05397423,01,539742,62,FT0102000007,A/c Transfer,02-Jan-25,02-Jan-25,NPR,8500,8500,0,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99099810.002,910003000001,01,990099,62,FT0102000007,A/c Transfer,02-Jan-25,02-Jan-25,NPR,8500,8500,0,011 05397423,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99109524.001,011801206365,01,120636,62,FT0102000008,A/c Transfer,02-Jan-25,02-Jan-25,NPR,9000,9000,0,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99109524.002,910003000001,01,990099,62,FT0102000008,A/c Transfer,02-Jan-25,02-Jan-25,NPR,9000,9000,0,011801206365,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99161325.001,012100681821,01,68182,62,FT0102000009,A/c Transfer,02-Jan-25,02-Jan-25,NPR,9500,9500,0,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99161325.002,910003000001,01,990099,62,FT0102000009,A/c Transfer,02-Jan-25,02-Jan-25,NPR,9500,9500,0,012100681821,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99127050.001,014500002842,01,284,62,FT0102000010,A/c Transfer,02-Jan-25,02-Jan-25,USD,10000,1355000,135.5,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99127050.002,910003000001,01,990099,62,FT0102000010,A/c Transfer,02-Jan-25,02-Jan-25,USD,10000,1355000,135.5,014500002842,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99133696.001,012101457231,01,145723,62,FT0102000011,A/c Transfer,02-Jan-25,02-Jan-25,NPR,10500,10500,0,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99133696.002,910003000001,01,990099,62,FT0102000011,A/c Transfer,02-Jan-25,02-Jan-25,NPR,10500,10500,0,012101457231,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99182630.001,014501005508,01,100550,62,FT0102000012,A/c Transfer,02-Jan-25,02-Jan-25,NPR,11000,11000,0,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99182630.002,910003000001,01,990099,62,FT0102000012,A/c Transfer,02-Jan-25,02-Jan-25,NPR,11000,11000,0,014501005508,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99198778.001,012104400929,01,440092,62,FT0102000013,A/c Transfer,02-Jan-25,02-Jan-25,NPR,11500,11500,0,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99198778.002,910003000001,01,990099,62,FT0102000013,A/c Transfer,02-Jan-25,02-Jan-25,NPR,11500,11500,0,012104400929,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99215836.001,012106830160,01,683016,62,FT0102000014,A/c Transfer,02-Jan-25,02-Jan-25,NPR,12000,12000,0,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99215836.002,910003000001,01,990099,62,FT0102000014,A/c Transfer,02-Jan-25,02-Jan-25,NPR,12000,12000,0,012106830160,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99140658.001,011800548393,01,54839,62,FT0102000015,A/c Transfer,02-Jan-25,02-Jan-25,NPR,12500,12500,0,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99140658.002,910003000001,01,990099,62,FT0102000015,A/c Transfer,02-Jan-25,02-Jan-25,NPR,12500,12500,0,011800548393,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99100835.001,012100680883,01,68088,62,FT0102000016,A/c Transfer,02-Jan-25,02-Jan-25,NPR,13000,13000,0,910003000001,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99100835.002,910003000001,01,990099,62,FT0102000016,A/c Transfer,02-Jan-25,02-Jan-25,NPR,13000,13000,0,012100680883,FT,,Arjun,02-Jan-25 22:08:55,Krishna,02-Jan-25 22:08:55,BNK
99090892.001,012104008277,01,400827,62,FT0102000017,A/c Transfer,02-Jan-25,02-Jan-25,NPR,13500,13500,0,910003000001,FT,,Arjun,02-Jan-25 22:08:56,Krishna,02-Jan-25 22:08:56,BNK
99090892.002,910003000001,01,990099,62,FT0102000017,A/c Transfer,02-Jan-25,02-Jan-25,NPR,13500,13500,0,012104008277,FT,,Arjun,02-Jan-25 22:08:56,Krishna,02-Jan-25 22:08:56,BNK
99066500.001,011 03627204,01,362720,62,FT0102000018,A/c Transfer,02-Jan-25,02-Jan-25,NPR,14000,14000,0,910003000001,FT,,Arjun,02-Jan-25 22:08:56,Krishna,02-Jan-25 22:08:56,BNK
99066500.002,910003000001,01,990099,62,FT0102000018,A/c Transfer,02-Jan-25,02-Jan-25,NPR,14000,14000,0,011 03627204,FT,,Arjun,02-Jan-25 22:08:56,Krishna,02-Jan-25 22:08:56,BNK
99027333.001,011 03627206,01,362720,62,FT0102000019,A/c Transfer,02-Jan-25,02-Jan-25,NPR,14500,14500,0,910003000001,FT,,Arjun,02-Jan-25 22:08:56,Krishna,02-Jan-25 22:08:56,BNK
99027333.002,910003000001,01,990099,62,FT0102000019,A/c Transfer,02-Jan-25,02-Jan-25,NPR,14500,14500,0,011 03627206,FT,,Arjun,02-Jan-25 22:08:56,Krishna,02-Jan-25 22:08:56,BNK
99124133.001,012104003461,01,400346,10,CW0102000001,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,5500,5500,0,920001000001,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99124133.002,920001000001,01,990099,10,CW0102000001,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,5500,5500,0,012104003461,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99075374.001,012104000702,01,400070,10,CW0102000002,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,6000,6000,0,920001000001,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99075374.002,920001000001,01,990099,10,CW0102000002,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,6000,6000,0,012104000702,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99055689.001,012104000665,01,400066,10,CW0102000003,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,6500,6500,0,920001000001,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99055689.002,920001000001,01,990099,10,CW0102000003,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,6500,6500,0,012104000665,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99191003.001,012104444674,01,444467,10,CW0102000004,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,7000,7000,0,920001000001,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99191003.002,920001000001,01,990099,10,CW0102000004,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,7000,7000,0,012104444674,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99047674.001,014500002843,01,284,10,CW0102000005,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,7500,7500,0,920001000001,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99047674.002,920001000001,01,990099,10,CW0102000005,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,7500,7500,0,014500002843,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99014963.001,012101930856,01,193085,10,CW0102000006,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,8000,8000,0,920001000001,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99014963.002,920001000001,01,990099,10,CW0102000006,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,8000,8000,0,012101930856,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99085252.001,011800092364,01,9236,10,CW0102000007,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,8500,8500,0,920001000001,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
99085252.002,920001000001,01,990099,10,CW0102000007,Cash Withdrawal,02-Jan-25,02-Jan-25,NPR,8500,8500,0,011800092364,CW,,Ramesh,02-Jan-25 22:08:56,Madhav,02-Jan-25 22:08:56,BNK
